entity,code,year,wheat_yield_gap,corn_yield_gap,rice_yield_gap,share_below_3_daily,kilo_cals_consumed_daily,trade_of_gdp,allocations,binary,wheat_yield_gap_lag1,wheat_yield_gap_lag2,wheat_yield_gap_lag3,corn_yield_gap_lag1,corn_yield_gap_lag2,corn_yield_gap_lag3,rice_yield_gap_lag1,rice_yield_gap_lag2,rice_yield_gap_lag3,share_below_3_daily_lag1,share_below_3_daily_lag2,share_below_3_daily_lag3,kilo_cals_consumed_daily_lag1,kilo_cals_consumed_daily_lag2,kilo_cals_consumed_daily_lag3,trade_of_gdp_lag1,trade_of_gdp_lag2,trade_of_gdp_lag3,famine_risk_score,predicted_famine
China,CHN,2002,1.4833999,4.0586,1.5609999,48.14554,2850.6072,42.194443,,0,1.3134,1.5258999,1.7412,3.9853,3.7267003,3.967,1.4052997,1.5377994,1.9020996,58.43151,62.002224,76.757614,2790.9294,2732.1147,2571.4824,33.225536,33.62875,35.90864,0.011178522668618442,0
Romania,ROU,2012,2.9006999,7.6429996,4.8704996,8.368191,3351.3997,76.59432,,0,1.8949997,2.86,3.1295,5.3007994,5.5123997,6.4131,4.2195997,4.4043994,3.9437995,7.1170635,6.291244,5.3453255,3394.4773,3358.2012,3598.4016,76.271355,69.95493,58.47006,0.010499387584305601,0
Uruguay,URY,2021,0.0,1.961,0.0,0.15432957,3317.8213,58.31504,,0,0.90139985,0.50269985,1.8901999,0.8409996,0.0,3.0401,0.0,0.0,0.0,0.27661452,0.1317269,0.09022135,3286.2593,3307.8567,3272.345,47.731873,49.744835,47.79131,0.010438967133221911,0
Spain,ESP,1994,2.4556997,3.1634002,3.2590995,1.2453303,3258.6807,41.69588,,0,2.1907997,2.2610998,2.0320997,3.8464003,3.5944,3.5321002,2.7005997,3.0490994,3.1719995,1.4910034,0.4944265,0.45686838,3270.072,3243.1536,3099.5815,36.995163,35.652905,40.91808,0.010387363091286551,0
North Macedonia,MKD,2014,1.9249997,5.4802003,3.4650993,6.444037,3084.9998,112.537926,,0,2.4821997,2.9843996,2.3341997,5.7431,6.0146003,5.6996,3.3683991,4.127799,3.3679996,7.3808966,9.110047,10.932924,3103.2722,3052.5645,3008.5488,104.85723,112.214836,113.19191,0.010354989292445934,0
United States,USA,2002,2.1032999,1.684803,0.056999683,0.99950916,3824.9785,22.286375,,0,1.7581999,1.6362,1.5873997,1.1262169,1.2078085,1.4023714,0.14929914,0.39029932,0.8546996,0.9982753,0.74959534,0.74805623,3749.4238,3796.4858,3707.6965,22.967182,25.102995,23.313564,0.01024678183670723,0
France,FRA,2007,1.3557997,0.48789978,4.7146,0.018264558,3453.7065,58.15256,,0,0.8685999,0.62129974,0.031199932,1.3881998,1.7160997,0.97929955,3.8744001,3.6186004,3.6402001,0.029277539,0.05289957,0.07176917,3501.4033,3527.664,3544.9907,57.869278,55.822838,53.749763,0.010149257366628457,0
United States,USA,1986,2.1433,2.3061523,1.0959997,0.74684536,3357.1553,16.897978,,0,1.9403,1.8526998,1.8090999,2.39402,3.1032372,4.709958,1.3595996,1.8776999,2.2767992,0.7496562,0.7493725,0.7487713,3382.5112,3276.396,3231.2761,16.603907,17.522408,16.665594,0.010083356435403125,0
France,FRA,2009,0.16219997,1.0765991,3.6093998,0.10793343,3517.78,52.199112,,0,0.50820017,1.3557997,0.8685999,0.84420013,0.48789978,1.3881998,3.5901003,4.7146,3.8744001,0.009692239,0.018264558,0.029277539,3538.1497,3453.7065,3501.4033,59.179794,58.15256,57.869278,0.009945687159191348,0
France,FRA,2014,0.25699997,0.0,4.3716,0.02918143,3423.4922,62.19927,,0,0.34439993,0.45879936,0.95370007,1.8107996,0.96759987,0.0031995773,5.41,3.7553,3.7237005,0.082627974,0.060952414,0.036160443,3458.1497,3453.0413,3489.1448,61.819233,61.65896,60.605637,0.009735103439953758,0
Hungary,HUN,2017,0.3812995,2.8445997,4.9205,0.91795725,3236.4917,165.03285,,0,0.44459963,0.6303997,1.0812001,1.0298996,3.8728995,1.8414993,5.6674995,6.0121994,6.0741997,1.5732795,0.96903014,0.9814092,3201.0708,3177.006,3071.6243,163.97194,167.29074,168.35835,0.00972159405026101,0
France,FRA,2013,0.34439993,1.8107996,5.41,0.082627974,3458.1497,61.819233,,0,0.45879936,0.95370007,0.56949997,0.96759987,0.0031995773,1.1400995,3.7553,3.7237005,4.3068,0.060952414,0.036160443,0.08997435,3453.0413,3489.1448,3502.2107,61.65896,60.605637,56.587555,0.009586303460922107,0
Uruguay,URY,2011,0.9503999,3.8423,0.0,0.24554183,3151.2925,53.247032,,0,0.81169987,1.3139999,1.3279998,1.8684998,4.2966003,3.2273998,0.19459963,0.0,0.0,0.29160225,0.43807378,0.4102528,3138.5632,3021.8848,2999.9365,51.699036,53.39442,65.20809,0.009409662258988276,0
France,FRA,2004,0.031199932,0.97929955,3.6402001,0.07176917,3544.9907,53.749763,,0,1.3599997,0.16449976,0.9930997,2.8198,0.9949007,1.3989,3.7448,3.659,3.9897003,0.17248075,0.0,0.0,3574.4146,3639.077,3621.5203,52.59888,55.132526,56.893234,0.009366123592031919,0
Russia,RUS,2005,1.9008999,5.5099993,5.1842995,1.4150336,3189.2673,56.71325,,0,1.8476998,2.1269999,1.7618997,5.4847994,6.2786994,6.6177998,5.6015997,6.2262993,5.608,1.8141247,2.1288028,2.0334957,3094.7935,3044.7866,3016.3254,56.581852,59.12827,59.645447,0.00917741301393668,0
United States,USA,1988,2.1687,4.490289,1.2498994,0.4992039,3471.6118,19.0701,,0,1.9269998,2.1433,1.9403,2.2810473,2.3061523,2.39402,1.2028995,1.0959997,1.3595996,0.49927145,0.74684536,0.7496562,3459.414,3357.1553,3382.5112,17.973581,16.897978,16.603907,0.0088744504668245,0
Ukraine,UKR,2006,3.6192,5.6647997,4.7634997,0.66708416,3216.0266,89.18105,,0,3.3043,2.9838998,3.2115,5.0814996,5.5441995,5.9430995,5.0242,5.5954,5.62,1.1141379,2.7920778,3.2376096,3179.674,3158.751,3019.9019,94.64757,109.98171,102.59018,0.00886497863714067,0
France,FRA,2006,0.8685999,1.3881998,3.8744001,0.029277539,3501.4033,57.869278,,0,0.62129974,0.031199932,1.3599997,1.7160997,0.97929955,2.8198,3.6186004,3.6402001,3.7448,0.05289957,0.07176917,0.17248075,3527.664,3544.9907,3574.4146,55.822838,53.749763,52.59888,0.00882084732409176,0
Honduras,HND,2012,3.0912,2.7805,0.2866001,23.968513,2616.9543,121.18822,,0,3.0979002,3.0892,3.065,2.7007,2.7096,2.6097,0.48390007,0.5312996,1.3224001,20.084045,19.558434,18.062023,2624.5532,2600.3596,2367.8079,122.2169,109.44184,96.90501,0.008772811465978442,0
Honduras,HND,2013,3.0900002,2.7417002,2.4989,20.793457,2610.738,116.306046,,0,3.0912,3.0979002,3.0892,2.7805,2.7007,2.7096,0.2866001,0.48390007,0.5312996,23.968513,20.084045,19.558434,2616.9543,2624.5532,2600.3596,121.18822,122.2169,109.44184,0.008544619793098998,0
Russia,RUS,2017,0.70459986,4.4724994,4.0455995,0.101174474,3335.9302,46.876526,,0,1.1445999,1.4416997,1.3323996,3.8570995,4.426299,5.0006995,4.056899,3.7804995,3.9978995,0.06396301,0.08843382,0.05469239,3309.799,3296.1956,3342.6797,46.51812,49.35935,47.801342,0.008266738690641602,0
China,CHN,2008,0.49800014,3.3743,1.1874995,26.242334,2996.8909,56.711132,,0,0.9847002,1.4833999,1.3134,3.6427002,4.0586,3.9853,1.4897995,1.5609999,1.4052997,33.09843,48.14554,58.43151,2896.9106,2850.6072,2790.9294,61.360073,42.194443,33.225536,0.008001667445549454,0
Iran,IRN,2020,2.275,3.3986998,2.6351995,4.64235,2904.6929,43.884468,,0,2.1913002,2.0672,2.2497,3.3451996,3.3375993,3.3375993,3.0133996,2.9837995,2.6040998,4.2802615,3.1507306,2.6673317,2901.1536,2828.547,2858.6924,48.59177,56.61535,43.155693,0.007994429471363257,0
Russia,RUS,2003,2.1269999,6.2786994,6.2262993,2.1288028,3044.7866,59.12827,,0,1.7618997,1.7716997,2.2155998,6.6177998,7.6300993,7.2939997,5.608,5.8776994,5.873699,2.0334957,3.1842058,5.125544,3016.3254,2955.0657,2877.8867,59.645447,61.11086,68.09391,0.007795267493761245,0
Ukraine,UKR,2013,2.7568998,2.9880996,3.3761997,0.05296205,3111.2046,94.00167,,0,3.3501,2.7967,3.4683998,4.605399,2.955399,4.885299,3.1762,3.6300998,4.3187995,0.13678427,0.07094681,0.13373865,3121.913,3139.923,3097.0466,102.62279,104.80508,95.72973,0.00777228533215703,0
United States,USA,2006,1.8613999,0.44210434,0.0,0.9986555,3811.022,26.975279,,0,1.6368997,1.5573997,1.4888,0.51742077,0.0,0.8751669,0.005499363,0.0,0.0,0.99973184,0.9998821,0.9974198,3859.7063,3844.1355,3815.7578,25.638554,24.448063,22.627314,0.007708836290632815,0
Uruguay,URY,2017,0.64910007,0.24359989,0.0,0.11754421,3222.6072,46.378006,,0,0.5618,1.4733,0.8522999,1.5124998,1.6088996,3.0741,0.0,0.0,0.0,0.1253963,0.21638308,0.2115371,3199.1426,3177.0088,3211.1472,48.47056,45.32824,49.087624,0.007475266419066114,0
United States,USA,1984,1.8526998,3.1032372,1.8776999,0.7493725,3276.396,17.522408,,0,1.8090999,2.0741,2.1371,4.709958,2.6952806,2.965159,2.2767992,2.1508994,2.0284996,0.7487713,0.74773115,0.49927452,3231.2761,3193.1743,3221.3176,16.665594,17.536812,19.425913,0.007420151048441487,0
United States,USA,1996,2.0211,1.8228812,0.5706997,0.7485454,3591.9172,22.687073,,0,2.0535,1.9329998,1.8901,2.6764517,1.1011114,3.4798121,1.1292992,0.7448993,1.2536998,0.7477349,0.74711955,0.7483688,3577.7869,3659.4114,3600.2888,22.453382,21.05546,20.044619,0.007318778597413816,0
Spain,ESP,1993,2.1907997,3.8464003,2.7005997,1.4910034,3270.072,36.995163,,0,2.2610998,2.0320997,2.4020998,3.5944,3.5321002,4.9296002,3.0490994,3.1719995,3.0366998,0.4944265,0.45686838,0.74512863,3243.1536,3099.5815,3112.301,35.652905,40.91808,31.59837,0.007147425623090215,0
Japan,JPN,2018,3.6402998,6.3197994,0.0,0.98264766,2657.927,36.609932,,0,2.9792,3.5616,2.5386,6.2972994,6.3033,6.3651,0.0,0.0,0.0,0.6282901,0.734843,0.4030491,2692.5398,2678.9563,2683.214,34.423214,31.310247,35.42741,0.007040546640895539,0
Russia,RUS,2016,1.1445999,3.8570995,4.056899,0.06396301,3309.799,46.51812,,0,1.4416997,1.3323996,1.6011999,4.426299,5.0006995,4.3489995,3.7804995,3.9978995,4.4126997,0.08843382,0.05469239,0.05873444,3296.1956,3342.6797,3305.558,49.35935,47.801342,46.287148,0.007037212032359998,0
Bulgaria,BGR,2021,0.0,4.088899,4.5467997,1.2280912,2983.6973,121.21409,,0,1.8006997,0.56779957,0.9271002,4.8869996,2.8320994,2.147499,4.0412993,3.3699994,3.8499994,0.7054354,1.6310848,1.4946728,2918.2454,2902.6375,2909.012,110.4239,125.26042,129.1665,0.006839348208060343,0
United States,USA,2020,1.1183,0.0,0.0,0.4996183,3851.5002,23.401564,,0,0.9853997,1.2594998,1.3425,0.0,0.0,0.0,0.0,0.0,0.0,0.99917054,0.9997919,1.2499229,3836.5151,3790.298,3763.3098,26.45376,27.61038,27.31302,0.006781476137199159,0
France,FRA,1990,1.1312995,3.9513998,3.4039001,0.24754605,3497.1265,44.58629,,0,1.1502995,2.828,3.7366002,3.9498997,4.7505,5.7860003,5.4804,5.0022006,5.1931005,0.49920356,0.24820168,0.4889663,3439.779,3382.2808,3244.7458,49.401695,42.637543,38.369675,0.006598253479599574,0
Kyrgyzstan,KGZ,2006,1.4416001,4.0703998,6.4066997,26.003239,2559.062,120.749985,,0,1.2689998,1.0755999,1.1450999,4.0752,3.9462004,4.0502005,6.4182997,6.3647995,6.3631,36.573135,32.539616,56.637722,2645.7747,2642.113,2547.4978,95.08401,93.815735,83.932785,0.006586019630669969,0
Honduras,HND,2009,3.065,2.6097,1.3224001,18.062023,2367.8079,96.90501,,0,3.0962,3.1005,3.1047,2.6715002,2.6678,2.8206,1.0689001,1.2117,1.3371,20.879866,22.01385,27.306683,2378.6523,2353.636,2325.1926,135.74896,135.07063,133.13184,0.0064973916971085045,0
Japan,JPN,2015,2.5386,6.3651,0.0,0.4030491,2683.214,35.42741,,0,3.2406,3.3883996,3.1496,6.2928996,6.2626996,6.3745995,0.0,0.0,0.0,0.74329245,0.95947933,1.4977019,2700.4211,2714.4194,2710.7686,37.431435,33.978767,30.470911,0.006354216946670919,0
Romania,ROU,2019,0.81120014,3.3300996,4.0497,3.0924563,3650.0981,84.906364,,0,0.7664995,0.66889954,1.6115999,2.1931996,3.8689995,5.6622996,4.1747994,4.6235995,4.7451997,3.7382538,4.8952637,5.222363,3621.805,3596.9946,3580.3464,87.09117,87.15607,85.892525,0.006349443751174906,0
United States,USA,2001,1.7581999,1.1262169,0.14929914,0.9982753,3749.4238,22.967182,,0,1.6362,1.5873997,1.5566001,1.2078085,1.4023714,1.3647146,0.39029932,0.8546996,1.0826998,0.74959534,0.74805623,0.7488341,3796.4858,3707.6965,3683.6304,25.102995,23.313564,22.825891,0.006160158379669241,0
Kazakhstan,KAZ,2015,1.5818,5.4302998,5.0943995,0.104934536,3111.3813,53.04973,,0,1.6798999,1.6938,1.9770999,5.478,5.4821,5.5723,5.4126997,5.5199995,5.5987997,0.06996662,0.07501505,0.14608309,3131.1938,3157.4136,3129.0947,64.97204,65.40761,73.72373,0.006017662016130923,0
Kazakhstan,KAZ,2002,1.6804999,6.623,6.3412,16.203836,2741.2263,94.031685,,0,1.5896999,2.0865,1.8522,7.0475,9.0805,7.4923,6.4986,6.7544994,5.6828995,20.678347,14.617469,14.643,2701.382,2672.8948,2716.7104,92.84907,71.273575,84.63452,0.005815751239126052,0
Uruguay,URY,2014,0.8522999,3.0741,0.0,0.2115371,3211.1472,49.087624,,0,1.9878001,0.7721,0.9503999,1.7490997,3.1184998,3.8423,0.0,0.0,0.0,0.3063146,0.26949468,0.24554183,3190.2205,3184.1726,3151.2925,49.717846,55.061153,53.247032,0.005732760340023806,0
Brazil,BRA,2022,0.73419976,0.0,0.0,4.854266,3383.5542,38.816067,,0,1.1378999,1.3920999,1.3421998,0.4102993,0.0,0.0,0.0,0.0,0.0,7.4646964,2.7703788,7.0203094,3374.659,3322.7468,3350.083,37.65633,32.30208,28.890259,0.005460942687873115,0
Romania,ROU,2017,0.66889954,3.8689995,4.6235995,4.8952637,3596.9946,87.15607,,0,1.6115999,1.7727997,1.9615998,5.6622996,6.3583994,5.0429997,4.7451997,4.8725996,5.8195,5.222363,7.5997443,8.885923,3580.3464,3537.6611,3476.9897,85.892525,83.52058,83.375145,0.005421007320193119,0
Uruguay,URY,2018,1.8901999,3.0401,0.0,0.09022135,3272.345,47.79131,,0,0.64910007,0.5618,1.4733,0.24359989,1.5124998,1.6088996,0.0,0.0,0.0,0.11754421,0.1253963,0.21638308,3222.6072,3199.1426,3177.0088,46.378006,48.47056,45.32824,0.005407984748337404,0
Russia,RUS,2013,1.6011999,4.3489995,4.4126997,0.05873444,3305.558,46.287148,,0,2.0572999,1.5654998,1.9118998,5.1211996,5.0155997,6.3513994,3.8699994,4.2660995,4.0798993,0.09354452,0.09720118,0.19229263,3327.3318,3306.8235,3281.0422,47.15139,48.0354,50.355507,0.0053699711722417845,0
Bulgaria,BGR,2015,1.3083997,4.6614995,3.9159994,4.580773,2779.149,126.73664,,0,1.6227999,1.6514997,2.0804,2.3876996,3.6756997,6.3899994,4.4659996,3.8754997,3.8094997,2.720817,3.2666993,3.0123,2878.201,2856.967,2794.1245,130.24838,129.68869,123.97132,0.005214273132361724,0
Romania,ROU,2018,0.7664995,2.1931996,4.1747994,3.7382538,3621.805,87.09117,,0,0.66889954,1.6115999,1.7727997,3.8689995,5.6622996,6.3583994,4.6235995,4.7451997,4.8725996,4.8952637,5.222363,7.5997443,3596.9946,3580.3464,3537.6611,87.15607,85.892525,83.52058,0.0049339551490867675,0
Paraguay,PRY,1999,3.6916,2.7383,2.3573995,15.035844,2764.9841,77.555275,,0,2.8638,3.4406,2.9929,2.2817001,2.5640001,2.8309,3.2711995,2.8557,4.4493995,14.908438,18.304663,2.5467465,2724.971,2660.087,2547.4187,95.93427,118.06407,91.30834,0.004905525340507004,0
Kazakhstan,KAZ,2010,2.0363998,5.9269,5.4003,0.52208316,3083.3704,74.13827,,0,1.5759,1.7985,1.4716998,6.01,6.3557997,6.1963997,5.8377,5.9964,6.0021996,0.7766428,0.78734446,1.0521824,2986.8398,3019.4849,2993.5488,75.76607,94.29481,92.16164,0.004898027501473597,0
Kazakhstan,KAZ,2021,1.8411999,4.7743998,4.1567993,0.040175647,3317.0771,58.66861,,0,1.5875,1.7563,1.5418999,4.8753,5.0267997,5.0151,3.9262,3.8716998,4.6109996,0.03744455,0.07967438,0.061130203,3295.4827,3290.702,3280.3894,57.026443,64.85862,63.527958,0.004685573184241456,0
Japan,JPN,2016,3.5616,6.3033,0.0,0.734843,2678.9563,31.310247,,0,2.5386,3.2406,3.3883996,6.3651,6.2928996,6.2626996,0.0,0.0,0.0,0.4030491,0.74329245,0.95947933,2683.214,2700.4211,2714.4194,35.42741,37.431435,33.978767,0.004641115203474309,0
United States,USA,2012,1.3446,2.0739312,0.0,0.99847966,3759.0413,30.681835,,0,1.5177999,1.3432999,1.4703,0.5864582,0.22243595,0.0,0.0,0.0,0.0,0.9989762,1.2480615,0.9993861,3724.2393,3730.6794,3662.3782,30.842485,28.219894,24.759531,0.004495342479722676,0
China,CHN,2014,0.016499996,3.1211,0.9367995,4.7445188,3199.879,44.068455,,0,0.20440006,0.2730999,0.4224,2.9141002,3.0602999,3.1825,1.0327001,0.9730997,1.0626998,6.2256403,13.241954,15.696815,3100.1692,3103.4578,3088.3298,45.916042,47.480213,49.945827,0.004161332370522975,0
Russia,RUS,2002,1.7618997,6.6177998,5.608,2.0334957,3016.3254,59.645447,,0,1.7716997,2.2155998,2.2609,7.6300993,7.2939997,7.4544997,5.8776994,5.873699,6.6280994,3.1842058,5.125544,7.218096,2955.0657,2877.8867,2889.6677,61.11086,68.09391,69.39328,0.004081985437682722,0
Bulgaria,BGR,2022,0.49620008,5.1620994,3.2905998,1.0529679,3035.3965,138.84488,,0,0.0,1.8006997,0.56779957,4.088899,4.8869996,2.8320994,4.5467997,4.0412993,3.3699994,1.2280912,0.7054354,1.6310848,2983.6973,2918.2454,2902.6375,121.21409,110.4239,125.26042,0.003987184293873299,0
Hungary,HUN,2006,1.7381,2.8434997,6.1358,0.19993824,3286.8242,149.23154,,0,1.31,0.6925998,2.2151997,2.1028996,2.6587992,3.2469997,5.8273997,5.9602995,6.0541997,1.0202755,0.26315594,0.72087806,3279.8425,3202.1946,3008.7434,128.0048,123.615685,113.86953,0.003797756686213785,0
Kazakhstan,KAZ,2008,1.7985,6.3557997,5.9964,0.78734446,3019.4849,94.29481,,0,1.4716998,1.6351999,1.8219999,6.1963997,6.1282997,6.6054,6.0021996,6.0733995,6.0182,1.0521824,2.384845,14.564739,2993.5488,2905.7,2861.271,92.16164,91.45353,97.762505,0.003778505052730967,0
United States,USA,1994,1.9329998,1.1011114,0.7448993,0.74711955,3659.4114,21.05546,,0,1.8901,1.8167,2.1562,3.4798121,1.5467253,2.9839883,1.2536998,1.0005994,1.0068994,0.7483688,0.49789935,0.49938723,3600.2888,3559.6304,3530.3162,20.044619,19.950594,19.786448,0.0037573747281746963,0
Russia,RUS,2015,1.4416997,4.426299,3.7804995,0.08843382,3296.1956,49.35935,,0,1.3323996,1.6011999,2.0572999,5.0006995,4.3489995,5.1211996,3.9978995,4.4126997,3.8699994,0.05469239,0.05873444,0.09354452,3342.6797,3305.558,3327.3318,47.801342,46.287148,47.15139,0.0036851031896429176,0
Bulgaria,BGR,2018,0.9271002,2.147499,3.8499994,1.4946728,2909.012,129.1665,,0,0.48169994,1.0917001,1.3083997,3.633799,4.5996995,4.6614995,3.7610998,3.9667993,3.9159994,2.0031643,3.0671728,4.580773,2855.1604,2845.899,2779.149,129.63443,122.80551,126.73664,0.003676390112952602,0
Russia,RUS,2006,1.8807999,5.7447996,5.0027,0.9109315,3238.2585,54.733402,,0,1.9008999,1.8476998,2.1269999,5.5099993,5.4847994,6.2786994,5.1842995,5.6015997,6.2262993,1.4150336,1.8141247,2.1288028,3189.2673,3094.7935,3044.7866,56.71325,56.581852,59.12827,0.0036435678055920986,0
Ukraine,UKR,2002,3.1045,5.8833,5.3806,6.2564626,3018.177,95.99467,,0,3.8507,3.1801,2.352,6.6635,6.4792995,6.5554996,5.8181996,5.7290998,6.4135,15.238777,14.498,5.1116376,2780.833,2852.0852,3192.7588,93.85664,97.2297,52.068817,0.003579485979301398,0
Chile,CHL,2022,0.0,0.0,4.185,0.51983565,3113.6423,75.201614,,0,0.0,0.0,0.0,1.3785992,0.0,0.0,2.6105995,2.9327993,2.1427994,1.7220365,0.48276448,0.6747478,3079.382,2956.4927,2925.5098,58.182865,56.026157,59.34911,0.003559881468533441,0
Russia,RUS,2012,2.0572999,5.1211996,3.8699994,0.09354452,3327.3318,47.15139,,0,1.5654998,1.9118998,1.5117998,5.0155997,6.3513994,5.8280993,4.2660995,4.0798993,4.215299,0.09720118,0.19229263,0.16066284,3306.8235,3281.0422,3268.9248,48.0354,50.355507,48.435062,0.003553037569868462,0
France,FRA,2001,0.9930997,1.3989,3.9897003,0.0,3621.5203,56.893234,,0,0.49249983,0.3704996,0.0036997795,0.8934002,1.0177002,1.5172005,3.5142002,3.2585,3.5219002,0.0,0.0,0.0,3588.5933,3592.4587,3584.27,57.78605,51.670662,51.421432,0.0035170462747582567,0
Guatemala,GTM,2014,2.1728997,3.3702,3.1338997,7.961141,2487.979,55.083275,,0,2.0788,2.2566,2.3779,2.8792999,3.6789,3.7606,3.6737998,3.0635998,3.8818996,10.515569,8.796336,13.39,2347.7112,2068.8564,2068.3005,67.91193,49.145588,44.42374,0.0035109868546433828,0
Romania,ROU,2022,1.5555997,6.5323,4.2176,1.4528089,3716.5142,93.94965,,0,0.7630997,2.5939999,0.81120014,4.0285997,5.8557997,3.3300996,6.6162996,5.2582994,4.0497,2.0289817,2.4292545,3.0924563,3659.583,3646.1768,3650.0981,87.0712,78.36165,84.906364,0.003466807618556925,0
Kazakhstan,KAZ,2014,1.6798999,5.478,5.4126997,0.06996662,3131.1938,64.97204,,0,1.6938,1.9770999,1.1090999,5.4821,5.5723,5.7736,5.5199995,5.5987997,5.6547995,0.07501505,0.14608309,0.23234968,3157.4136,3129.0947,3132.9763,65.40761,73.72373,73.11786,0.0034404210771446925,0
Kazakhstan,KAZ,2004,1.9268,6.3025002,5.9518,7.555721,2800.795,96.4092,,0,1.7449999,1.6804999,1.5896999,6.4364,6.623,7.0475,6.1004,6.3412,6.4986,12.265744,16.203836,20.678347,2784.3242,2741.2263,2701.382,91.46333,94.031685,92.84907,0.003419609023420062,0
Russia,RUS,2004,1.8476998,5.4847994,5.6015997,1.8141247,3094.7935,56.581852,,0,2.1269999,1.7618997,1.7716997,6.2786994,6.6177998,7.6300993,6.2262993,5.608,5.8776994,2.1288028,2.0334957,3.1842058,3044.7866,3016.3254,2955.0657,59.12827,59.645447,61.11086,0.003375686915186869,0
Russia,RUS,2011,1.5654998,5.0155997,4.2660995,0.09720118,3306.8235,48.0354,,0,1.9118998,1.5117998,1.3841,6.3513994,5.8280993,5.5011997,4.0798993,4.215299,4.7570996,0.19229263,0.16066284,0.18337552,3281.0422,3268.9248,3308.8948,50.355507,48.435062,53.382465,0.0032114618446243363,0
China,CHN,2012,0.2730999,3.0602999,0.9730997,13.241954,3103.4578,47.480213,,0,0.4224,0.51139975,0.49800014,3.1825,3.4708,3.3743,1.0626998,1.1969995,1.1874995,15.696815,20.58664,26.242334,3088.3298,3041.4373,2996.8909,49.945827,49.854073,56.711132,0.003105763652998873,0
France,FRA,2002,0.16449976,0.9949007,3.659,0.0,3639.077,55.132526,,0,0.9930997,0.49249983,0.3704996,1.3989,0.8934002,1.0177002,3.9897003,3.5142002,3.2585,0.0,0.0,0.0,3621.5203,3588.5933,3592.4587,56.893234,57.78605,51.670662,0.0029452755293619876,0
France,FRA,2003,1.3599997,2.8198,3.7448,0.17248075,3574.4146,52.59888,,0,0.16449976,0.9930997,0.49249983,0.9949007,1.3989,0.8934002,3.659,3.9897003,3.5142002,0.0,0.0,0.0,3639.077,3621.5203,3588.5933,55.132526,56.893234,57.78605,0.002833566137299396,0
Morocco,MAR,2000,3.6241999,6.7999997,4.8,16.794083,3093.8806,53.440308,,0,2.6815999,2.771,3.0279999,6.5532,6.0401998,6.5119,3.8892002,5.125,6.7778,17.49383,11.247625,22.367,3196.7737,3130.996,2854.89,45.67236,54.626686,60.36268,0.0028289739538566844,0
Kazakhstan,KAZ,2018,1.5418999,5.0151,4.6109996,0.061130203,3280.3894,63.527958,,0,1.5273,1.5589,1.5818,5.0188,5.1177,5.4302998,4.6858997,4.6219997,5.0943995,0.115472324,0.16936122,0.104934536,3192.7708,3116.0977,3111.3813,56.825386,60.311596,53.04973,0.0028125178595904796,0
Hungary,HUN,2012,2.0614998,5.6621,5.5626,0.47583,3001.6865,166.1757,,0,1.6106,2.1061997,1.9553998,3.1623993,3.1854997,3.2654996,6.1288996,6.4235,5.0477,0.17066939,0.16688134,0.112736054,3056.7793,3043.3972,3149.299,166.75435,157.83896,145.30588,0.0027761063949490144,0
Kyrgyzstan,KGZ,2009,0.88149977,3.9643998,6.0659,9.814832,2669.5574,133.37915,,0,1.5697999,1.5114999,1.4416001,4.2832003,4.0801,4.0703998,6.5151997,6.5463996,6.4066997,13.812393,23.345211,26.003239,2606.0244,2591.4575,2559.062,146.10608,137.0584,120.749985,0.0026831199909844237,0
Portugal,PRT,2009,1.6791999,1.7563996,3.6182003,0.170344,3508.57,61.492695,,0,1.0771999,1.5170001,0.99530005,2.1221995,2.6087995,3.1614995,3.5781002,3.4937997,3.4449,0.34787798,0.6144972,0.17538972,3539.9807,3533.0718,3525.308,72.075745,69.94612,68.54705,0.002674487727056003,0
United States,USA,2013,1.2926998,0.0,0.0,0.99546385,3745.3335,30.007954,,0,1.3446,1.5177999,1.3432999,2.0739312,0.5864582,0.22243595,0.0,0.0,0.0,0.99847966,0.9989762,1.2480615,3759.0413,3724.2393,3730.6794,30.681835,30.842485,28.219894,0.0026693113232084146,0
Kazakhstan,KAZ,2013,1.6938,5.4821,5.5199995,0.07501505,3157.4136,65.40761,,0,1.9770999,1.1090999,2.0363998,5.5723,5.7736,5.9269,5.5987997,5.6547995,5.4003,0.14608309,0.23234968,0.52208316,3129.0947,3132.9763,3083.3704,73.72373,73.11786,74.13827,0.002648606340441328,0
Japan,JPN,2020,2.7847996,6.3076997,0.0,1.2131146,2651.514,31.335209,,0,2.3491998,3.6402998,2.9792,6.3065996,6.3197994,6.2972994,0.0,0.0,0.0,1.2214445,0.98264766,0.6282901,2712.4763,2657.927,2692.5398,35.21642,36.609932,34.423214,0.002489175444956395,0
Bulgaria,BGR,2019,0.56779957,2.8320994,3.3699994,1.6310848,2902.6375,125.26042,,0,0.9271002,0.48169994,1.0917001,2.147499,3.633799,4.5996995,3.8499994,3.7610998,3.9667993,1.4946728,2.0031643,3.0671728,2909.012,2855.1604,2845.899,129.1665,129.63443,122.80551,0.002429669172915649,0
Russia,RUS,2010,1.9118998,6.3513994,4.0798993,0.19229263,3281.0422,50.355507,,0,1.5117998,1.3841,1.7292998,5.8280993,5.5011997,6.4299994,4.215299,4.7570996,4.8724995,0.16066284,0.18337552,0.44557235,3268.9248,3308.8948,3304.221,48.435062,53.382465,51.706123,0.0023847226905824538,0
