agencyName,continentName,countryCode,countryName,dateUSGSignature,emergencyTypeName,projectCode,projectID,projectTitle,regionName,tableName,totalAmountApproved,windowFullName,year,projectsectors,projectclusters,projectgroupings,projectcapcodes
United Nations Population Fund,Africa,MOZ,Mozambique,2022-04-12,Storm,22-RR-FPA-018,4196,"Support ensuring the provision of lifesaving Sexual and Reproductive Health response services to Women, girls and young people affected by the Tropical Storm GOMBE in Nampula and Zambézia provinces, in Mozambique",Eastern Africa,P,300000,Rapid Response,2022,Health,Health,,
International Organization for Migration,Africa,SSD,South Sudan,2022-04-27,Displacement,22-RR-IOM-014,4197,Provision of Emergency and Lifesaving Multisectoral Assistance in Response to Conflict affected population in Twic and Abyei Administrative Area,Eastern Africa,P,4000000,Rapid Response,2022,"Water, Sanitation and Hygiene, Shelter and Non-Food Items","Water, Sanitation and Hygiene, Shelter and Non-Food Items",,South Sudan crisis 2013-
United Nations High Commissioner for Refugees,Africa,SSD,South Sudan,2022-04-27,Displacement,22-RR-HCR-014,4198,Support to IDP/host community in Abyei and Twic through provision of protection and promotion of solutions,Eastern Africa,P,1500000,Rapid Response,2022,"Protection, Protection","Protection, Protection",,South Sudan crisis 2013-
United Nations Children’s Fund,Africa,SSD,South Sudan,2022-04-27,Displacement,22-RR-CEF-027,4199,Emergency Nutrition and Child Protection Response in Abyei Administrative Area and Twic county,Eastern Africa,P,1196221,Rapid Response,2022,"Nutrition, Protection","Nutrition, Protection",,South Sudan crisis 2013-
World Food Programme,Africa,SSD,South Sudan,2022-04-27,Displacement,22-RR-WFP-024,4200,Emergency food and nutrition assistance to vulnerable people affected by the recent outbreak of violence in the Abyei Region,Eastern Africa,P,3320000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,South Sudan crisis 2013-
United Nations Children’s Fund,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-CEF-028,4201,"Fourniture d’une aide humanitaire d’urgence intégrée en eau, assainissement et hygiène, santé, éducation et services de protection aux enfants et personnes déplacées internes et aux populations hôtes",Western Africa,P,3954456,Underfunded Emergencies,2022,"Education, Water, Sanitation and Hygiene, Nutrition, Health, Protection","Education, Water, Sanitation and Hygiene, Nutrition, Health, Protection",,
Food and Agriculture Organization,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-FAO-014,4202,Protection des moyens d’existence des personnes déplacées internes et vulnérables dans les zones difficiles d’accès,Western Africa,P,1200000,Underfunded Emergencies,2022,Agriculture,Agriculture,,
United Nations Population Fund,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-FPA-019,4203,Renforcement de l’accès des femmes et des filles déplacées internes et des survivantes de VBG aux services qui sauvent des vies dans le context de la crise de protection,Western Africa,P,428012,Underfunded Emergencies,2022,Protection,Protection,,
United Nations High Commissioner for Refugees,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-HCR-015,4204,Améliorer la sécurité et la dignité des personnes déplacées internes et des populations hôtes très vulnérables sans habitation en les relogeant dans des abris d’urgence et en leur fournissant des articles ménagers essentiels,Western Africa,P,498231,Underfunded Emergencies,2022,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-WFP-025,4205,Assistance alimentaire et fourniture de services aériens humanitaires (UNHAS) pour sauver les vies des personnes déplacées internes dans les zones difficiles d’accès,Western Africa,P,3380405,Underfunded Emergencies,2022,"Food Assistance, Common Services","Food Assistance, Common Services",,
United Nations Development Programme,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-UDP-003,4206,Security risk management support to enable improved humanitarian access,Western Africa,P,260985,Underfunded Emergencies,2022,Common Services,Common Services,,
United Nations Office for Project Services,Africa,BFA,Burkina Faso,2022-04-28,Displacement,22-UF-OPS-002,4207,Menace explosive au Burkina Faso – éducation aux risques des communautés et sensibilisation des humanitaires,Western Africa,P,400000,Underfunded Emergencies,2022,Protection,Protection,,
Food and Agriculture Organization,Africa,SDN,Republic of the Sudan,2022-05-13,Drought,22-RR-FAO-015,4208,Restoring food and nutrition security,Northern Africa,P,12000000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Children’s Fund,Africa,SDN,Republic of the Sudan,2022-05-13,Drought,22-RR-CEF-029,4209,Addressing nutrition and WASH needs of children and their communities impacted by dry spells (drought) and compounded crises.,Northern Africa,P,7000094,Rapid Response,2022,"Water, Sanitation and Hygiene, Nutrition","Water, Sanitation and Hygiene, Nutrition",,
World Food Programme,Africa,SDN,Republic of the Sudan,2022-05-13,Drought,22-RR-WFP-026,4210,Provision of Emergency Logistics Services Amid Soaring Food Insecurity in Sudan,Northern Africa,P,1000000,Rapid Response,2022,Common Services,Common Services,,
World Health Organization,Americas,COL,Colombia,2022-05-06,Violence/Clashes,22-RR-WHO-017,4211,"Increasing life-saving health services in communities affected by conflict in Choco and Valle del Cauca (Buenaventura), Colombia",Latin America and the Caribbean,P,890000,Rapid Response,2022,Health,Health,,
World Food Programme,Americas,COL,Colombia,2022-05-06,Violence/Clashes,22-RR-WFP-027,4212,Providing life-saving food assistance and restore food security of vulnerable communities affected by multiple crisis including internal violence in the Department of Chocó.,Latin America and the Caribbean,P,1110002,Rapid Response,2022,"Food Assistance, Agriculture","Food Assistance, Agriculture",,
United Nations High Commissioner for Refugees,Americas,COL,Colombia,2022-05-09,Violence/Clashes,22-RR-HCR-016,4213,"Protection for victims of confinement by non-state armed groups (NSAGs) in the Departments of Chocó, Antioquia and Valle del Cauca",Latin America and the Caribbean,P,1000511,Rapid Response,2022,"Protection, Protection","Protection, Protection",,
United Nations Children’s Fund,Africa,SSD,South Sudan,2022-05-16,Flood,22-RR-CEF-030,4214,Mitigating projected flood-related impacts in Unity State through targeted early action interventions in the WASH and Nutrition sectors,Eastern Africa,P,2000000,Rapid Response,2022,"Water, Sanitation and Hygiene, Nutrition","Water, Sanitation and Hygiene, Nutrition",,
Food and Agriculture Organization,Africa,SSD,South Sudan,2022-05-17,Flood,22-RR-FAO-016,4215,Life-saving emergency livelihood support to flood- affected agro-pastoralist communities in Unity State,Eastern Africa,P,400000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Population Fund,Africa,SSD,South Sudan,2022-05-18,Flood,22-RR-FPA-020,4216,Provision of Integrated Lifesaving Reproductive Health and GBV Prevention and Response Services for floods and crisis Affected Communities,Eastern Africa,P,1000015,Rapid Response,2022,"Protection, Health","Protection, Health",,
United Nations High Commissioner for Refugees,Africa,SSD,South Sudan,2022-05-17,Flood,22-RR-HCR-017,4217,Provision of GBV and CCCM support to mitigate the effects of potential flooding in Bentiu,Eastern Africa,P,1089994,Rapid Response,2022,"Protection, Camp Coordination and Camp Management","Protection, Camp Coordination and Camp Management",,
World Food Programme,Africa,SSD,South Sudan,2022-05-18,Flood,22-RR-WFP-028,4218,Mitigation of further deterioration of vulnerable people’s health and nutrition status during flood shocks,Eastern Africa,P,500000,Rapid Response,2022,Nutrition,Nutrition,,
World Health Organization,Africa,SSD,South Sudan,2022-05-18,Flood,22-RR-WHO-018,4219,Early and anticipatory action for effective health response to flood-affected communities in Rubkona County.,Eastern Africa,P,2000000,Rapid Response,2022,Health,Health,,
International Organization for Migration,Africa,SSD,South Sudan,2022-05-18,Flood,22-RR-IOM-015,4220,Provision of Multisectoral Lifesaving Assistance for Flood-Affected population in Bentiu and Rubkona,Eastern Africa,P,8000001,Rapid Response,2022,"Camp Coordination and Camp Management, Health, Water, Sanitation and Hygiene, Shelter and Non-Food Items","Camp Coordination and Camp Management, Health, Water, Sanitation and Hygiene, Shelter and Non-Food Items",,
Food and Agriculture Organization,Africa,ERI,Eritrea,2022-05-23,Drought,22-RR-FAO-017,4221,Distribution of Livestock Feed to Drought Affected Communities of Northern and Southern Red Sea Regions,Eastern Africa,P,1000022,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Development Programme,Africa,ERI,Eritrea,2022-05-23,Drought,22-RR-UDP-004,4222,"Emergency food assistance for drought-affected households and communities, to enhance resilience to shocks",Eastern Africa,P,1000423,Rapid Response,2022,Early Recovery,Early Recovery,,
United Nations Children’s Fund,Africa,ERI,Eritrea,2022-05-19,Drought,22-RR-CEF-031,4223,"Integrated WASH and Nutrition response to drought emergency in Northern Red Sea, Southern Red Sea and Anseba, Eritrea",Eastern Africa,P,2007384,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene","Nutrition, Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Africa,KEN,Kenya,2022-05-18,Drought,22-RR-FAO-018,4224,Emergency assistance to safeguard livelihoods and sustain the nutrition of drought-affected pastoralist households in Marsabit and Mandera counties,Eastern Africa,P,500000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Population Fund,Africa,KEN,Kenya,2022-05-19,Drought,22-RR-FPA-021,4225,Responding to the drought emergency in Kenya through provision of sexual and reproductive health (SRH) and gender-based violence (GBV) services in Mandera and Marsabit counties.,Eastern Africa,P,300000,Rapid Response,2022,"Health, Protection","Health, Protection",,
United Nations Children’s Fund,Africa,KEN,Kenya,2022-05-26,Drought,22-RR-CEF-032,4226,"Provision of essential life-saving Health, Nutrition, WASH and Child Protection interventions to vulnerable girls, boys, women, and men affected by drought in the Arid and Semi-Arid Land (ASAL) counties of Kenya",Eastern Africa,P,1900000,Rapid Response,2022,"Health, Nutrition, Water, Sanitation and Hygiene, Protection","Health, Nutrition, Water, Sanitation and Hygiene, Protection",,
World Food Programme,Africa,KEN,Kenya,2022-05-20,Drought,22-RR-WFP-029,4227,Food Assistance to Populations Affected by Drought and Nutrition Support for Treatment of Acute Malnutrition in the Arid and Semi-Arid Lands of Kenya,Eastern Africa,P,1000000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
World Health Organization,Africa,KEN,Kenya,2022-05-18,Drought,22-RR-WHO-019,4228,"Emergency lifesaving health response to drought disaster in Kenya targeting affected children, women and men",Eastern Africa,P,300000,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Africa,CMR,Cameroon,2022-05-18,Cholera,22-RR-CEF-033,4229,"Mise en échelle de la réponse Eau, Hygiène et Assainissement (EHA) à l’épidémie de choléra dans les régions du Sud-Ouest et du Littoral au Cameroun",Middle Africa,P,1220506,Rapid Response,2022,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Health Organization,Africa,CMR,Cameroon,2022-05-25,Cholera,22-RR-WHO-020,4230,Réponse d'urgence à l'épidémie de choléra dans les régions du Sud-Ouest et du Littoral,Middle Africa,P,499989,Rapid Response,2022,Health,Health,,
International Organization for Migration,Africa,SOM,Somalia,2022-05-25,Drought,22-RR-IOM-016,4231,"Emergency drought response through provision of integrated water, sanitation and hygiene promotion (WASH) services in Somalia",Eastern Africa,P,1750011,Rapid Response,2022,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations High Commissioner for Refugees,Africa,SOM,Somalia,2022-05-26,Drought,22-RR-HCR-018,4232,"Provision of protection and specialised protection assistance to drought affected populations (vulnerable IDPs and host communities) in Benadir, South West States and Mudug.",Eastern Africa,P,500000,Rapid Response,2022,Protection,Protection,,
United Nations Children’s Fund,Africa,SOM,Somalia,2022-05-25,Drought,22-RR-CEF-034,4233,Provision of emergency WASH services to drought and disease affected communities in Banadir and Bay regions of South-Central Somalia,Eastern Africa,P,1750032,Rapid Response,2022,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Food Programme,Africa,SOM,Somalia,2022-05-25,Drought,22-RR-WFP-030,4234,"WFP Integrated Response to Prevent Famine in Bay, Banadir and Mudug regions of Somalia.",Eastern Africa,P,8500000,Rapid Response,2022,"Food Assistance, Nutrition, Common Services","Food Assistance, Nutrition, Common Services",,
World Health Organization,Africa,SOM,Somalia,2022-05-25,Drought,22-RR-WHO-021,4235,Response to the epidemic prone disease outbreak and mitigation through integrated primary health and nutrition services including immunization in Mudug,Eastern Africa,P,1500000,Rapid Response,2022,Health,Health,,
United Nations Children’s Fund,Africa,NGA,Nigeria,2022-05-18,Violence/Clashes,22-RR-CEF-035,4236,Multisectoral Rapid Response to the people affected by the lean season,Western Africa,P,5000000,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene, Health","Nutrition, Water, Sanitation and Hygiene, Health",,
World Food Programme,Africa,NGA,Nigeria,2022-05-19,Violence/Clashes,22-RR-WFP-031,4237,Food assistance to the most vulnerable conflict affected people in the northeast Nigeria,Western Africa,P,10000000,Rapid Response,2022,Food Assistance,Food Assistance,,
Food and Agriculture Organization,Asia,YEM,Yemen,2022-05-23,Economic Disruption,22-RR-FAO-019,4238,Emergency Livelihood Assistance to Address the Negative Impact of Rising Food Prices in Yemen,Western Asia,P,2027000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Population Fund,Asia,YEM,Yemen,2022-05-20,Economic Disruption,22-RR-FPA-022,4239,"Reducing the risks from, and responding to GBV driven by food insecurity",Western Asia,P,750513,Rapid Response,2022,Protection,Protection,,
United Nations High Commissioner for Refugees,Asia,YEM,Yemen,2022-05-20,Economic Disruption,22-RR-HCR-019,4240,Provision of multipurpose cash assistance to displaced Yemeni families facing acute food insecurity,Western Asia,P,2000185,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,
United Nations Children’s Fund,Asia,YEM,Yemen,2022-05-24,Economic Disruption,22-RR-CEF-036,4241,"Multi-sectorial support to communities in IPC 4 and IPC 5 areas in Hajjah, Hodeidah, and Taiz with timely and high impact interventions (Health, WASH, Nutrition and Child Protection).",Western Asia,P,7023000,Rapid Response,2022,"Health, Nutrition, Protection, Water, Sanitation and Hygiene","Health, Nutrition, Protection, Water, Sanitation and Hygiene",,
World Food Programme,Asia,YEM,Yemen,2022-05-20,Economic Disruption,22-RR-WFP-032,4242,Deliver nutrition treatment and prevention activities for children and PLWGs in Yemen,Western Asia,P,4999926,Rapid Response,2022,Nutrition,Nutrition,,
World Health Organization,Asia,YEM,Yemen,2022-05-25,Economic Disruption,22-RR-WHO-022,4243,Maintaining Health/Nutrition Life Saving services in 19 TFCs and 5 hospitals covering targeted districts in Yemen,Western Asia,P,1200000,Rapid Response,2022,"Health, Nutrition","Health, Nutrition",,
United Nations Children’s Fund,Africa,COD,Democratic Republic of the Congo,2022-05-27,Ebola,22-RR-CEF-037,4244,Appui multi-sectoriel à la réponse à l’épidémie MVE dans la province de l’Equateur,Middle Africa,P,899999,Rapid Response,2022,"Water, Sanitation and Hygiene, Protection, Nutrition","Water, Sanitation and Hygiene, Protection, Nutrition",,
United Nations Population Fund,Africa,COD,Democratic Republic of the Congo,2022-05-27,Ebola,22-RR-FPA-023,4245,Protection des populations vulnérables contre l''Exploitation et les Abus Sexuels dans la riposte à la 14ème épidémie de la Maladie à Virus Ebola dans la province de l''Equateur,Middle Africa,P,99993,Rapid Response,2022,Protection,Protection,,
International Organization for Migration,Africa,COD,Democratic Republic of the Congo,2022-05-27,Ebola,22-RR-IOM-017,4246,"Surveillance active des voyageurs et des populations mobiles lors de l''épidémie de maladie à virus Ebola dans la province de l''Équateur, République démocratique du Congo.",Middle Africa,P,300000,Rapid Response,2022,Health,Health,,
World Food Programme,Africa,COD,Democratic Republic of the Congo,2022-05-23,Ebola,22-RR-WFP-033,4247,Provision of passenger and light Cargo Humanitarian Air Transportation Services for Ebola response in Equateur Province,Middle Africa,P,200000,Rapid Response,2022,Common Services,Common Services,,
World Health Organization,Africa,COD,Democratic Republic of the Congo,2022-05-27,Ebola,22-RR-WHO-023,4248,Rapid Response to the Ebola Virus Disease (EVD) epidemic in Equateur province in the Democratic Republic of Congo.,Middle Africa,P,500010,Rapid Response,2022,Health,Health,,
International Organization for Migration,Asia,YEM,Yemen,2022-05-25,Economic Disruption,22-RR-IOM-018,4249,Providing emergency multipurpose cash assistance to crisis-affected populations in Yemen,Western Asia,P,2000000,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,
United Nations Children’s Fund,Africa,MRT,Mauritania,2022-06-02,Displacement,22-RR-CEF-038,4250,"Prise en charge intégrée de la malnutrition aigüe sévère chez les enfants de moins de 5 ans dans les districts sanitaires de Néma, Oualata et Bassikounou (région de Hodh Chargui)",Western Africa,P,500000,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene","Nutrition, Water, Sanitation and Hygiene",,
United Nations High Commissioner for Refugees,Africa,MRT,Mauritania,2022-06-02,Displacement,22-RR-HCR-020,4251,Protection et assistance d’urgence aux réfugiés maliens,Western Africa,P,1000001,Rapid Response,2022,"Camp Coordination and Camp Management, Health, Protection, Water, Sanitation and Hygiene","Camp Coordination and Camp Management, Health, Protection, Water, Sanitation and Hygiene",,
International Organization for Migration,Africa,MRT,Mauritania,2022-06-03,Displacement,22-RR-IOM-019,4252,Assistance humanitaire urgente multisectorielle pour les populations retournées au Hodh Ech Chargui,Western Africa,P,1000000,Rapid Response,2022,"Agriculture, Shelter and Non-Food Items, Water, Sanitation and Hygiene","Agriculture, Shelter and Non-Food Items, Water, Sanitation and Hygiene",,
World Food Programme,Africa,MRT,Mauritania,2022-06-02,Displacement,22-RR-WFP-034,4253,Assistance alimentaire et nutritionnelle aux refugies maliens et aux populations mauritaniennes vulnérables,Western Africa,P,1500000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
United Nations Children’s Fund,Africa,SSD,South Sudan,2022-05-25,Violence/Clashes,22-RR-CEF-039,4254,Contributing to the reduction of morbidity and mortality among vulnerable groups in most affected counties by severe acute food insecurity in South Sudan,Eastern Africa,P,6000030,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene","Nutrition, Water, Sanitation and Hygiene",,South Sudan crisis 2013-
Food and Agriculture Organization,Africa,SSD,South Sudan,2022-05-25,Violence/Clashes,22-RR-FAO-020,4255,2022 Life-saving Emergency Livelihood Response in South Sudan,Eastern Africa,P,1800000,Rapid Response,2022,Agriculture,Agriculture,,South Sudan crisis 2013-
International Organization for Migration,Africa,SSD,South Sudan,2022-05-27,Violence/Clashes,22-RR-IOM-020,4256,Provision of Multipurpose Cash (MPC) to communities affected by the food insecurity in South Sudan,Eastern Africa,P,1200000,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,South Sudan crisis 2013-
World Food Programme,Africa,SSD,South Sudan,2022-05-25,Violence/Clashes,22-RR-WFP-035,4257,Emergency food assistance and nutrition support to vulnerable populations in Pibor and Fangak,Eastern Africa,P,3999999,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,South Sudan crisis 2013-
World Health Organization,Africa,SSD,South Sudan,2022-05-25,Violence/Clashes,22-RR-WHO-024,4258,"Emergency health assistance to communities in IPC 4 and 5; acute food insecurity in Fangak, Leer, Mayendit, and Pibor counties in South Sudan",Eastern Africa,P,1999999,Rapid Response,2022,Health,Health,,South Sudan crisis 2013-
Food and Agriculture Organization,Africa,DJI,Djibouti,2022-06-01,Drought,22-RR-FAO-021,4259,Critical food security interventions for saving life assets of drought-affected and food insecure rural populations.,Eastern Africa,P,400000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations High Commissioner for Refugees,Africa,DJI,Djibouti,2022-05-27,Drought,22-RR-HCR-021,4260,Multipurpose CASH for refugee women and girls to access essential hygiene items,Eastern Africa,P,100004,Rapid Response,2022,Protection,Protection,,
World Food Programme,Africa,DJI,Djibouti,2022-06-06,Drought,22-RR-WFP-036,4261,Emergency Response to Drought – averting further food security crisis in rural Djibouti,Eastern Africa,P,1000000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
United Nations Children’s Fund,Africa,DJI,Djibouti,2022-06-07,Drought,22-RR-CEF-040,4262,"Life-Saving Assistance to Drought Affected Populations in Djibouti trough sectoral response in Nutrition, WASH, GBV and Child Protection",Eastern Africa,P,501737,Rapid Response,2022,"Nutrition, Protection, Water, Sanitation and Hygiene","Nutrition, Protection, Water, Sanitation and Hygiene",,
International Organization for Migration,Africa,ETH,Ethiopia,2022-06-07,Drought,22-RR-IOM-021,4263,Multi-Purpose Cash Response for Food Insecure Households impacted by Drought,Eastern Africa,P,2500000,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,
World Health Organization,Africa,ETH,Ethiopia,2022-06-08,Drought,22-RR-WHO-025,4264,Responding to health needs due to the impact of food insecurity in drought -affected areas.,Eastern Africa,P,2499748,Rapid Response,2022,Health,Health,,
World Food Programme,Africa,ETH,Ethiopia,2022-06-14,Drought,22-RR-WFP-037,4265,"Emergency response in the drought-affected woredas of the Somali, Oromia, and Southern Nations and Nationalities Peoples (SNNP) regions",Eastern Africa,P,2500000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
United Nations Children’s Fund,Africa,ETH,Ethiopia,2022-06-08,Drought,22-RR-CEF-041,4266,"Provision of Integrated emergency nutrition, child and social protection services in drought-affected communities in Oromia, Somali and Southern Nations, Nationalities and Peoples regions",Eastern Africa,P,3900000,Rapid Response,2022,"Nutrition, Multi-Purpose Cash, Protection","Nutrition, Multi-Purpose Cash, Protection",,
United Nations Population Fund,Africa,ETH,Ethiopia,2022-06-07,Drought,22-RR-FPA-024,4267,Responding to increased GBV risks and the needs of mainly women and girls who are food insecure in drought-affected areas,Eastern Africa,P,600000,Rapid Response,2022,Protection,Protection,,
Food and Agriculture Organization,Africa,BFA,Burkina Faso,2022-06-15,Economic Disruption,22-RR-FAO-022,4268,Lutte contre l’insécurité alimentaire et renforcement de la résilience des ménages vulnérables des communes difficiles d’accès du Nord et du Sahel,Western Africa,P,500000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Children’s Fund,Africa,BFA,Burkina Faso,2022-06-17,Economic Disruption,22-RR-CEF-042,4269,Projet de réponse à la dégradation de la situation alimentaire et nutritionnelle dans la région du Nord du Burkina Faso,Western Africa,P,800039,Rapid Response,2022,"Nutrition, Water, Sanitation and Hygiene","Nutrition, Water, Sanitation and Hygiene",,
World Food Programme,Africa,BFA,Burkina Faso,2022-06-15,Economic Disruption,22-RR-WFP-038,4270,"Assistance alimentaire et nutritionnelle pour sauver les vies des personnes déplacées internes et des personnes vulnérables pendant la période de soudure au Burkina Faso, et fourniture de services logistiques pour l’accès aux zones d'interventions humani",Western Africa,P,4200000,Rapid Response,2022,"Food Assistance, Common Services","Food Assistance, Common Services",,
World Health Organization,Africa,BFA,Burkina Faso,2022-06-15,Economic Disruption,22-RR-WHO-026,4271,Offre des soins de santé primaires d’urgence aux personnes déplacées internes et populations hôtes incluant des traitements vitaux aux enfants atteints de malnutrition aiguë sévère (MAS) avec complications dans les régions du Sahel et du Nord,Western Africa,P,500000,Rapid Response,2022,Health,Health,,
Food and Agriculture Organization,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-FAO-023,4272,"Appui aux moyens de subsistance des ménages d’agropasteurs vulnérables dans les départements en phase 3 ou plus du Cadre Harmonisé des régions de Diffa, Maradi, Tahoua et Tillabéri au Niger",Western Africa,P,2500000,Rapid Response,2022,Agriculture,Agriculture,,
International Organization for Migration,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-IOM-022,4273,Assistance humanitaire en abris et biens non-alimentaires pour les populations déplacées en situation de vulnérabilité dans les régions de Tahoua et Tillabéri au Niger,Western Africa,P,1000000,Rapid Response,2022,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Population Fund,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-FPA-025,4274,Mise en œuvre des services intégrés SR/VBG dans les 4 régions affectées par les mouvements des populations consécutifs à l’insécurité,Western Africa,P,799999,Rapid Response,2022,"Health, Protection","Health, Protection",,
United Nations High Commissioner for Refugees,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-HCR-022,4275,Appui au renforcement de la réponse de Protection et de la cohabitation pacifique dans la région de Tillabéri,Western Africa,P,500000,Rapid Response,2022,Protection,Protection,,
United Nations Children’s Fund,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-CEF-043,4276,Contribution à la prise en charge de l’émaciation sévère chez les enfants de moins de 5 ans dans les zones affectées par l’insécurité alimentaire au Niger.,Western Africa,P,700000,Rapid Response,2022,Nutrition,Nutrition,,
World Food Programme,Africa,NER,Niger,2022-06-15,Economic Disruption,22-RR-WFP-039,4277,Assistance alimentaire et nutritionnelle aux personnes vulnérables au Niger en soutien au plan d'urgence du gouvernement,Western Africa,P,2500000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
United Nations Children’s Fund,Africa,UGA,Uganda,2022-06-30,Drought,22-RR-CEF-045,4282,Multi-sector response to the drought affected population in Karamoja sub-region regions of Uganda,Eastern Africa,P,1850000,Rapid Response,2022,"Nutrition, Health, Protection, Water, Sanitation and Hygiene","Nutrition, Health, Protection, Water, Sanitation and Hygiene",,
World Food Programme,Africa,UGA,Uganda,2022-06-28,Drought,22-RR-WFP-041,4283,Karamoja Lean Season Response,Eastern Africa,P,1300000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
Food and Agriculture Organization,Africa,UGA,Uganda,2022-06-28,Drought,22-RR-FAO-025,4284,Reducing Food Insecurity through Cash Assistance to the Drought Affected Communities in Karamoja region.,Eastern Africa,P,400000,Rapid Response,2022,Agriculture,Agriculture,,
United Nations Population Fund,Africa,UGA,Uganda,2022-06-28,Drought,22-RR-FPA-027,4285,Addressing protection risks and strengthening access to SRHR in drought affected districts of Karamoja region,Eastern Africa,P,450000,Rapid Response,2022,"Protection, Health","Protection, Health",,
World Food Programme,Asia,NPL,Nepal,2022-10-02,Flood,22-RR-WFP-043,4289,Forecast based Anticipatory Action to Strengthen Food Security and Coping Capacity of Households-at-highest risk (WEST),Southern Asia,P,2508426,Rapid Response,2022,Multi-Purpose Cash,Multi-Purpose Cash,,
United Nations Entity for Gender Equality and the Empowerment of Women ,Asia,NPL,Nepal,2022-10-02,Flood,22-RR-WOM-002,4291,Gender and Social Inclusion responsive AA for the mitigation and prevention of flood-related risks on women and other vulnerable groups (WEST),Southern Asia,P,127090,Rapid Response,2022,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Children’s Fund,Africa,MLI,Mali,2022-06-23,Drought,22-RR-CEF-047,4292,"Réponse nutritionnelle d’urgence pour les populations vulnérables dans les régions de Ménaka, Ségou, Mopti, Gao, Tombouctou et les sites des déplacés de Bamako",Western Africa,P,1800003,Rapid Response,2022,Nutrition,Nutrition,,
Food and Agriculture Organization,Africa,MLI,Mali,2022-06-28,Drought,22-RR-FAO-026,4293,Réponse rapide aux besoins immédiats des populations vulnérables en situation d’insécurité alimentaire,Western Africa,P,2500000,Rapid Response,2022,Agriculture,Agriculture,,
World Food Programme,Africa,MLI,Mali,2022-06-28,Drought,22-RR-WFP-044,4294,Assistance alimentaire et nutritionnelle d’urgence dans les régions du centre et du nord du Mali,Western Africa,P,3700000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
United Nations Population Fund,Asia,NPL,Nepal,2022-10-02,Flood,22-RR-FPA-029,4295,Anticipatory action to reduce the impact of floods on vulnerable women and girls through provision of essential SRH and GBV services (WEST),Southern Asia,P,551175,Rapid Response,2022,"Health, Protection","Health, Protection",,
United Nations Children’s Fund,Africa,TCD,Chad,2022-06-29,Economic Disruption,22-RR-CEF-048,4296,"Réponse à la crise nutritionnelle dans les provinces du Batha, N’Djaména et Wadi Fira",Middle Africa,P,2800000,Rapid Response,2022,Nutrition,Nutrition,,
World Food Programme,Africa,TCD,Chad,2022-07-11,Economic Disruption,22-RR-WFP-045,4297,Assistance alimentaire et nutritionnelle pour les personnes en insécurité alimentaire sévère  pendant la période de soudure,Middle Africa,P,5200000,Rapid Response,2022,"Food Assistance, Nutrition","Food Assistance, Nutrition",,
